Frame,Cell0_Detected,Cell1_Detected,Cell2_Detected,Cell3_Detected,Cell0_Matched,Cell1_Matched,Cell2_Matched,Cell3_Matched,Cell0_ProcTime_ms,Cell1_ProcTime_ms,Cell2_ProcTime_ms,Cell3_ProcTime_ms
1193,250,250,250,250,7,18,9,17,179.407,186.844,178.328,176.072
1194,250,250,250,250,248,250,250,250,171.155,178.066,175.106,179.01
1195,250,250,250,250,250,250,250,250,184.918,200.11,197.922,213.823
1196,250,250,250,250,16,41,10,12,178.722,183.181,182.804,185.027
1197,250,250,250,250,246,250,250,250,172.281,188.415,171.69,172.247
1198,250,250,250,250,15,21,14,15,174.028,181.315,179.753,176.845
1199,250,250,250,250,244,250,250,249,177.707,183.633,180.799,180.881
1200,250,250,250,250,11,25,5,12,233.418,200.584,182.103,184.738
1201,250,250,250,250,250,250,250,250,182.701,179.006,173.772,171.646
1202,250,250,250,250,250,250,250,250,172.937,180.857,179.402,178.454
1203,250,250,250,250,2,26,9,14,179.329,188.725,195.598,202.854
1204,250,250,250,250,250,250,249,250,185.07,204.491,223.421,201.539
1205,250,250,250,250,11,37,12,12,178.892,191.064,184.856,193.132
1206,250,250,250,250,248,250,249,250,180.762,183.788,176.277,180.772
1207,250,250,250,250,250,250,250,250,184.326,177.086,193.058,212.664
1208,250,250,250,250,8,9,6,11,185.672,185.569,182.731,184.571
1209,250,250,250,250,246,250,250,246,189.406,182.917,186.249,185.906
1210,250,250,250,250,21,55,10,13,188.07,182.748,180.82,179.631
1211,250,250,250,250,250,250,248,250,180.241,188.45,185.354,194.254
1212,250,250,250,250,22,73,14,16,185.905,183.23,185.49,186.428
1213,250,250,250,250,249,250,250,250,180.824,184.827,182.98,183.376
1214,250,250,250,250,250,250,250,250,194.719,184.52,184.1,184.383
1215,250,250,250,250,11,31,14,14,200.631,202.224,201.81,201.461
1216,250,250,250,250,246,250,250,250,187.556,208.046,188.579,199.12
1217,250,250,250,250,7,12,8,14,187.809,188.866,185.974,192.619
1218,250,250,250,250,247,250,250,250,185.284,184.795,193.227,185.862
1219,250,250,250,250,250,250,250,250,189.99,182.948,181.84,196.619
1220,250,250,250,250,20,9,12,19,182.847,186.538,189.821,178.369
1221,250,250,250,250,248,250,247,250,181.898,187.819,184.052,186.804
1222,250,250,250,250,11,11,14,20,185.036,187.699,187.553,184.868
1223,250,250,250,250,250,250,250,250,190.006,183.185,181.414,180.298
1224,250,250,250,250,9,25,9,15,184.287,204.182,186.876,193.907
1225,250,250,250,250,245,250,250,247,177.684,181.153,181.59,194.65
1226,250,250,250,250,250,250,250,250,181.133,182.305,184.644,184.594
1227,250,250,250,250,15,16,11,19,180.466,187.833,180.594,188.008
1228,250,250,250,250,241,250,248,250,183.066,182.562,185.474,184.993
1229,250,250,250,250,7,8,24,19,177.984,185.142,185.203,189.687
1230,250,250,250,250,104,197,110,150,180.551,183.401,183.823,181.068
1231,250,250,250,250,249,250,250,250,178.975,190.748,181.465,183.679
1232,250,250,250,250,33,21,12,13,197.912,186.569,184.777,187.744
1233,250,250,250,250,249,250,250,250,188.036,189.266,190.864,186.114
1234,250,250,250,250,7,133,18,12,185.688,187.246,190.927,192.81
1235,250,250,250,250,237,250,250,247,184.929,179.606,178.125,178.07
1236,250,250,250,250,19,22,11,32,179.214,183.883,174.906,179.639
1237,250,250,250,250,250,250,250,250,175.595,196.572,186.186,181.039
1238,250,250,250,250,250,250,250,250,177.032,192.838,177.124,185.262
1239,250,250,250,250,17,11,9,28,171.635,177.276,178.624,173.44
1240,250,250,250,250,249,250,250,250,176.439,177.939,180.681,183.208
1241,250,250,250,250,13,26,7,39,176.899,196.471,177.277,172.355
1242,250,250,250,250,250,250,250,250,170.303,173.821,173.03,171.961
1243,250,250,250,250,250,250,250,247,175.555,176.532,172.248,178.243
1244,250,250,250,250,25,31,21,25,178.231,182.993,178.686,210.186
1245,250,250,250,250,242,250,249,250,181.487,194.51,175.179,176.727
1246,250,250,250,250,35,44,31,36,174.86,179.138,171.177,178.465
1247,250,250,250,250,249,250,250,249,182.042,185.476,195.114,215.349
1248,250,250,250,250,28,34,43,46,189.061,175.076,179.686,181.229
1249,250,250,250,250,250,250,245,250,181.299,174.666,172.692,176.118
1250,250,250,250,250,250,250,250,250,175.442,178.265,179.565,208.052
1251,250,250,250,250,31,69,45,45,181.035,183.93,186.477,178.515
1252,250,250,250,250,249,250,248,250,177.882,175.668,172.791,175.839
1253,250,250,250,250,31,59,46,67,179.31,179.993,181.935,176.021
1254,250,250,250,250,249,250,250,250,200.213,217.599,188.173,197.642
1255,250,250,250,250,250,250,250,250,174.797,179.591,190.236,186.661
1256,250,250,250,250,67,37,51,57,176.764,179.605,178.248,180.358
1257,250,250,250,250,248,250,246,250,182.351,177.856,179.336,177.818
1258,250,250,250,250,46,32,21,45,181.46,184.268,183.846,184.436
1259,250,250,250,250,247,250,247,250,180.578,177.186,182.373,196.049
1260,250,250,250,250,13,29,7,42,177.175,177.143,190.14,179.452
1261,250,250,250,250,250,250,250,250,175.486,181.599,180.86,196.353
1262,250,250,250,250,250,250,250,250,177.897,183.492,189.803,178.892
1263,250,250,250,250,16,26,16,57,195.762,187.615,189.339,203.503
1264,250,250,250,250,249,250,244,249,191.674,188.487,181.725,185.359
1265,250,250,250,250,130,143,106,90,180.403,205.613,186.027,184.982
1266,250,250,250,250,250,250,250,250,190.903,202.077,188.843,185.147
1267,250,250,250,250,250,250,250,250,171.764,174.656,179.184,173.945
1268,250,250,250,250,53,22,23,49,179.644,192.823,185.883,183.01
1269,250,250,250,250,249,250,249,250,176.302,173.981,174.504,186.138
1270,250,250,250,250,48,29,31,53,187.043,180.891,174.053,187.6
1271,250,250,250,250,249,250,250,250,181.947,175.66,194.165,185.441
1272,250,250,250,250,134,150,184,201,175.05,180.839,197.205,228.294
1273,250,250,250,250,249,250,250,249,174.416,192.37,193.824,178.567
1274,250,250,250,250,250,250,250,250,177.027,180.802,177.65,177.357
1275,250,250,250,250,97,137,69,98,186.738,189.395,196.082,185.391
1276,250,250,250,250,248,250,250,250,178.622,177.543,175.22,177.307
1277,250,250,250,250,41,28,12,35,175.991,177.475,180.088,179.764
1278,250,250,250,250,250,250,250,250,182.828,174.506,175.027,179.534
1279,250,250,250,250,250,250,250,250,174.656,178.713,172.398,174.209
1280,250,250,250,250,49,30,31,74,178.015,181.616,193.721,208.726
1281,250,250,250,250,249,250,249,250,175.969,173.861,174.132,177.886
1282,250,250,250,250,168,205,147,170,172.07,173.921,174.788,174.078
1283,250,250,250,250,249,250,250,243,180.164,182.116,176.384,181.711
1284,250,250,250,250,85,108,87,84,184.85,183.362,179.156,179.113
1285,250,250,250,250,248,250,247,248,178.39,192.84,202.572,183.776
1286,250,250,250,250,250,250,250,250,173.166,178.138,177.676,178.637
1287,250,250,250,250,94,127,60,60,177.801,191.889,186.21,185.657
1288,250,250,250,250,250,250,250,250,179.164,201.921,185.825,204.122
1289,250,250,250,250,62,71,49,94,188.926,192.144,194.08,227.124
1290,250,250,250,250,102,194,130,151,195.879,189.786,195.167,184.658
1291,250,250,250,250,250,250,250,250,195.033,184.748,182.107,179.577
1292,250,250,250,250,82,72,49,70,170.932,177.473,187.831,178.915
1293,250,250,250,250,247,250,250,250,179.065,179.228,177.242,180.039
1294,250,250,250,250,114,106,83,119,204.003,213.106,192.028,188.805
1295,250,250,250,250,250,250,250,249,183.801,185.101,181.795,182.508
1296,250,250,250,250,75,77,54,95,258.57,207.266,220.383,248.07
1297,250,250,250,250,250,250,250,249,210.148,197.577,210.074,181.21
1298,250,250,250,250,250,250,250,250,174.039,178.853,173.046,187.094
1299,250,250,250,250,130,133,125,177,175.582,170.302,176.342,174.376
1300,250,250,250,250,250,250,248,250,175.465,174.043,175.717,174.227
1301,250,250,250,250,151,161,165,162,168.278,183.25,177.66,179.343
1302,250,250,250,250,249,250,249,250,174.765,184.964,172.205,182.751
1303,250,250,250,250,250,250,250,250,172.581,175.054,175.82,174.877
1304,250,250,250,250,65,62,55,94,174.11,176.547,172.913,172.512
1305,250,250,250,250,248,250,243,249,183.115,183.447,206.35,182.474
1306,250,250,250,250,45,72,12,58,181.976,183.964,181.302,182.666
1307,250,250,250,250,250,250,250,250,181.174,210.594,182.993,189.344
1308,250,250,250,250,9,56,15,39,179.958,201.065,194.411,189.96
1309,250,250,250,250,250,250,249,250,184.597,176.144,174.774,176.212
1310,250,250,250,250,250,250,250,250,175.441,176.519,174.236,182.493
1311,250,250,250,250,11,26,10,18,183.063,179.158,186.455,179.117
1312,250,250,250,250,250,250,250,249,170.271,177.28,176.099,179.289
1313,250,250,250,250,8,37,8,22,202.765,177.438,190.365,195.567
1314,250,250,250,250,250,250,250,247,174.899,189.769,195.231,172.072
1315,250,250,250,250,250,250,250,250,178.823,187.354,174.28,174.265
1316,250,250,250,250,9,31,12,16,173.729,172.462,176.845,172.422
1317,250,250,250,250,250,250,250,250,231.32,185.423,187.635,187.351
1318,250,250,250,250,5,17,7,14,179.968,176.683,195.987,179.988
1319,250,250,250,250,248,250,249,249,170.445,173.275,176.792,174.829
1320,250,250,250,250,8,15,5,12,175.935,176.785,173.195,172.053
1321,250,250,250,250,250,250,250,250,182.411,179.688,185.985,181.422
1322,250,250,250,250,250,250,250,250,175.53,177.281,262.004,195.071
1323,250,250,250,250,7,49,10,24,171.869,176.72,185.339,190.561
1324,250,250,250,250,245,250,249,250,179.38,192.307,178.576,177.129
1325,250,250,250,250,12,8,15,16,182.009,185.772,174.394,175.913
1326,250,250,250,250,250,250,249,249,177.781,219.414,193.687,208.621
1327,250,250,250,250,250,250,250,250,173.63,176.842,180.852,178.769
1328,250,250,250,250,8,47,12,24,177.647,181.566,179.946,179.514
1329,250,250,250,250,249,250,250,250,171.205,177.183,247.626,188.569
1330,250,250,250,250,3,7,16,17,185.881,189.404,177.809,187.474
1331,250,250,250,250,249,250,250,250,184.246,189.341,189.926,190.032
1332,250,250,250,250,5,13,12,23,181.5,183.431,183.926,185.586
1333,250,250,250,250,250,250,249,250,175.91,175.181,173.891,178.487
1334,250,250,250,250,250,250,250,250,171.195,181.941,176.694,176.331
1335,250,250,250,250,9,23,10,15,175.5,174.116,178.059,173.392
1336,250,250,250,250,250,250,248,249,169.723,174.304,178.138,178.119
1337,250,250,250,250,8,19,6,16,173.473,178.673,181.325,180.663
1338,250,250,250,250,250,250,249,248,179.823,185.452,182.01,174.112
1339,250,250,250,250,244,246,239,245,172.47,177.75,178.577,170.603
1340,250,250,250,250,5,19,8,12,176.919,180.951,176.15,182.143
1341,250,250,250,250,250,249,250,246,176.346,176.928,176.525,175.352
1342,250,250,250,250,4,17,7,8,178.469,174.021,177.132,182.854
1343,250,250,250,250,250,250,250,250,191.497,189.196,191.957,197.786
1344,250,250,250,250,5,21,6,14,176.022,177.268,175.074,182.141
1345,250,250,250,250,248,249,249,250,180.039,173.058,177.493,179.76
1346,250,250,250,250,246,246,244,245,195.135,183.647,175.899,178.955
1347,250,250,250,250,9,27,8,11,177.888,183.889,190.247,181.428
1348,250,250,250,250,250,250,250,250,174.91,177.28,171.628,178.213
1349,250,250,250,250,5,40,2,7,181.246,175.499,181.095,180.706
1350,250,250,250,250,106,199,125,172,180.432,176.123,175.713,182.02
1351,250,250,250,250,250,250,250,250,177.179,184.885,190.853,179.875
1352,250,250,250,250,3,15,5,5,181.879,192.455,178.094,181.326
1353,250,250,250,250,249,250,250,250,187.57,182.021,189.341,176.208
1354,250,250,250,250,7,12,8,10,200.969,188.498,188.174,190.597
1355,250,250,250,250,249,250,250,249,181.988,188.235,182.222,183.87
1356,250,250,250,250,4,6,4,6,186.056,183.882,182.789,185.407
1357,250,250,250,250,247,250,250,250,178.593,176.087,179.821,181.594
1358,250,250,250,250,250,250,249,250,172.958,177.035,175.197,182.713
1359,250,250,250,250,1,11,5,11,172.376,175.446,172.359,170.589
1360,250,250,250,250,249,250,250,250,171.07,178.827,174.387,174.941
1361,250,250,250,250,3,26,6,11,173.434,173.38,173.5,176.012
1362,250,250,250,250,248,250,249,250,173.831,173.524,170.389,171.627
1363,250,250,250,250,250,250,250,250,168.43,170.154,170.466,171.603
1364,250,250,250,250,3,5,2,7,174.121,173.041,176.476,175.08
1365,250,250,250,250,249,250,250,250,173.513,178.233,176.529,168.476
1366,250,250,250,250,2,10,5,11,178.343,186.801,170.422,172.837
1367,250,250,250,250,249,250,250,248,171.126,174.717,169.408,171.576
1368,250,250,250,250,1,12,2,9,170.392,170.829,171.174,176.045
1369,250,250,250,250,249,250,249,250,174.681,173.04,169.693,173.061
1370,250,250,250,250,250,250,250,250,173.355,171.432,174.93,172.048
1371,250,250,250,250,1,27,2,9,175.918,177.313,176.466,175.538
1372,250,250,250,250,250,250,250,250,175.182,173.942,175.44,173.884
1373,250,250,250,250,1,8,4,11,185.471,178.194,171.293,175.408
1374,250,250,250,250,249,250,250,250,171.653,171.861,169.582,178.427
1375,250,250,250,250,250,250,250,250,170.651,172.965,171.938,174.098
1376,250,250,250,250,1,12,5,13,172.356,177.23,176.185,175.437
1377,250,250,250,250,248,250,250,250,171.102,174.569,173.673,172.308
1378,250,250,250,250,1,10,4,8,174.368,179.008,176.588,174.097
1379,250,250,250,250,250,250,250,249,173.541,178.763,181.346,175.521
1380,250,250,250,250,2,6,6,5,177.894,176.916,174.996,174.419
1381,250,250,250,250,250,250,250,250,172.523,177.262,175.316,181.946
1382,250,250,250,250,250,250,250,250,175.814,174.39,173.433,174.883
1383,250,250,250,250,0,21,6,13,175.059,178.589,175.345,177.65
1384,250,250,250,250,249,249,250,250,170.08,179.061,173.126,175.283
1385,250,250,250,250,3,20,9,15,176.251,176.712,176.56,187.943
1386,250,250,250,250,250,250,250,250,177.276,174.241,176.648,176.979
1387,250,250,250,250,250,250,250,250,176.136,179.592,179.007,176.672
1388,250,250,250,250,2,10,1,5,178.592,183.658,179.254,197.102
1389,250,250,250,250,250,250,250,250,176.586,176.346,174.157,174.92
1390,250,250,250,250,12,12,11,6,175.419,176.977,176.339,175.997
1391,250,250,250,250,249,250,250,250,177.073,176.097,174.411,174.773
1392,250,250,250,250,0,11,7,11,175.011,177.725,183.052,177.687
1393,250,250,250,250,250,250,250,250,180.496,179.277,178.982,180.929
1394,250,250,250,250,250,250,250,250,177.702,181.023,177.784,176.031
1395,250,250,250,250,5,14,10,6,182.414,177.707,179.987,179.304
1396,250,250,250,250,250,250,250,250,177.599,176.001,178.989,178.296
1397,250,250,250,250,6,18,6,10,182.487,182.465,183.96,179.946
1398,250,250,250,250,250,250,250,249,176.584,179.366,180.528,178.589
1399,250,250,250,250,250,250,250,250,177.935,180.978,181.066,176.96
1400,250,250,250,250,2,8,2,10,182.489,183.468,182.922,191.394
1401,250,250,250,250,250,250,248,250,184.139,180.873,180.518,179.555
1402,250,250,250,250,5,7,4,14,181.188,184.256,182.101,182.931
1403,250,250,250,250,250,250,250,250,183.894,176.049,178.341,180.327
1404,250,250,250,250,3,17,5,14,176.9,177.739,178.073,186.959
1405,250,250,250,250,250,250,250,250,181.094,177.742,180.591,178.16
1406,250,250,250,250,250,250,250,250,177.772,179.062,178.364,179.437
1407,250,250,250,250,4,3,6,13,181.117,185.51,183.94,178.969
1408,250,250,250,250,250,250,250,250,180.929,180.111,179.648,184.855
1409,250,250,250,250,11,23,5,14,181.419,184.051,180.36,179.381
1410,250,250,250,250,188,216,167,191,177.15,179.07,177.5,178.442
1411,250,250,250,250,250,250,250,250,181.144,179.31,177.073,178.255
1412,250,250,250,250,9,13,7,13,184.802,180.379,182.477,185.141
1413,250,250,250,250,249,250,250,247,182.115,184.458,182.51,179.366
1414,250,250,250,250,9,7,7,6,187.696,188.139,187.527,188.766
1415,250,250,250,250,249,250,248,250,183.296,186.531,187.683,187.301
1416,250,250,250,250,10,21,6,7,186.744,183.152,187.322,187.611
1417,250,250,250,250,249,250,246,248,186.188,185.881,184.863,185.335
1418,250,250,250,250,250,250,250,250,183.623,182.203,185.23,183.349
1419,250,250,250,250,14,21,6,20,190.054,186.268,188.436,186.992
1420,250,250,250,250,249,250,247,249,184.927,184.667,188.565,186.563
1421,250,250,250,250,4,34,3,20,190.099,191.068,189.015,191.828
1422,250,250,250,250,250,250,250,250,195.787,205.891,185.113,185.882
1423,250,250,250,250,250,250,250,250,187.425,186.22,185.078,186.313
1424,250,250,250,250,6,29,8,28,192.68,186.802,183.692,183.709
1425,250,250,250,250,250,250,248,250,183.324,184.218,186.707,186.69
1426,250,250,250,250,2,10,7,10,186.271,186.591,186.537,189.04
1427,250,250,250,250,250,250,250,250,182.63,182.443,184.762,185.678
1428,250,250,250,250,7,14,5,17,190.131,182.905,186.075,185.865
1429,250,250,250,250,250,250,247,250,183.45,188.811,184.524,186.851
1430,250,250,250,250,250,250,250,249,191.348,191.265,191.176,193.434
1431,250,250,250,250,5,18,10,14,185.919,192.765,193.447,185.21
1432,250,250,250,250,250,250,250,250,189.679,185.426,184.522,184.781
1433,250,250,250,250,4,16,8,9,193.162,188.243,185.585,188.654
1434,250,250,250,250,250,250,250,250,188.709,185.259,186.535,186.844
1435,250,250,250,250,250,250,250,250,183.831,187.219,183.536,189.094
1436,250,250,250,250,6,14,11,8,185.107,186.598,186.911,186.623
1437,250,250,250,250,250,250,250,250,185.206,185.982,182.735,188.543
